species,decimallatitude,decimallongitude
Ardea alba,20.002469,86.393415
Ardea alba,20.634617,86.30043
Ardea alba,20.553427,86.77322
Ardea alba,20.76236,86.81845
Ardea alba,21.13505,86.66803
Ardea alba,20.868809,83.88637
Ardea alba,20.71692,86.82552
Ardea alba,20.49852,86.43273
Ardea alba,21.3335,86.8973
Ardea alba,20.213955,85.86561
Ardea alba,20.504143,86.43054
Ardea alba,20.506868,86.39764
Ardea alba,19.892803,85.43905
Ardea alba,20.138712,86.19764
Ardea alba,19.858284,85.9355
Ardea alba,19.85448,86.038635
Ardea alba,20.562359,84.954506
Ardea alba,21.79838,87.29012
Ardea alba,21.276785,85.42592
Ardea alba,19.857582,86.074615
Ardea alba,21.525331,83.76086
Ardea alba,20.952797,85.2414
Ardea alba,19.514961,85.08465
Ardea alba,20.51674,86.400826
Ardea alba,20.714516,86.121025
Ardea alba,20.528736,86.42879
Ardea alba,20.497528,86.42942
Ardea alba,19.892973,85.43872
Ardea alba,20.308409,86.61291
Ardea alba,20.827465,85.257034
Ardea alba,20.395773,85.825966
Ardea alba,20.454533,85.77048
Ardea alba,19.894203,85.44027
Ardea alba,20.78536,85.25103
Ardea alba,20.688938,84.649025
Ardea alba,20.072456,86.16986
Ardea alba,19.897438,85.4354
Ardea alba,20.741053,86.86837
Ardea alba,19.993715,86.34921
Ardea alba,18.14435,82.12653
Ardea alba,19.905966,85.43563
Ardea alba,18.804262,82.7079
Ardea alba,20.498585,86.43297
Ardea alba,20.505728,86.34175
Ardea alba,20.498777,86.43455
Ardea alba,21.006514,86.29121
Ardea alba,20.667845,86.79413
Ardea alba,19.636168,85.17692
Ardea alba,20.952375,85.54297
Ardea alba,19.830885,85.87485
Ardea alba,21.075956,85.57668
Ardea alba,20.20687,85.75174
Ardea alba,20.733364,86.86945
Ardea alba,21.205244,83.92688
Ardea alba,20.577656,85.87451
Ardea alba,21.595001,83.69007
Ardea alba,20.819815,84.387535
Ardea alba,20.99855,85.66856
Ardea alba,20.699694,86.86993
Ardea alba,20.402784,85.827965
Ardea alba,20.401209,85.87579
Ardea alba,21.076817,85.37184
Ardea alba,20.512085,86.39622
Ardea alba,21.672451,83.99242
Ardea alba,20.716127,86.86729
Ardea alba,19.919405,85.42543
Ardea alba,19.907227,85.43686
Ardea alba,20.362328,85.71737
Ardea alba,20.401962,85.82711
Ardea alba,20.804743,84.394775
Ardea alba,19.805447,85.719025
Ardea alba,20.436398,85.74357
Ardea alba,19.375008,85.05661
Ardea alba,19.91904,85.43584
Ardea alba,20.861616,83.89875
Ardea alba,20.771006,86.49607
Ardea alba,20.925182,85.23899
Ardea alba,20.554705,86.77113
Ardea alba,20.436602,85.797
Ardea alba,20.52959,86.44667
Ardea alba,21.435543,86.60521
Ardea alba,20.497066,86.42945
Ardea alba,21.058823,85.29643
Ardea alba,19.646845,85.46741
Ardea alba,20.400036,85.8267
Ardea alba,20.513342,86.39909
Ardea alba,21.12895,85.404755
Ardea alba,20.95456,85.53681
Ardea alba,17.820036,81.38536
Ardea alba,20.392078,85.81824
Ardea alba,20.869335,85.324646
Ardea alba,21.861393,86.24399
Ardea alba,19.914606,85.423935
Ardea alba,20.192663,83.52189
Ardea alba,20.281784,85.80104
Ardea alba,20.193718,85.836
Ardea alba,20.403536,85.82325
Ardea alba,20.453424,85.73519
Ardea alba,20.39972,85.82626
Ardea alba,19.649458,85.476395
Ardea alba,19.892935,85.43863
Ardea alba,19.737501,85.5613
Ardea alba,20.729357,84.34981
Ardea alba,19.644684,85.162094
Ardea alba,19.990301,83.216095
Ardea alba,19.769293,85.25332
Ardea alba,19.919569,85.43426
Ardea alba,19.795904,85.81156
Ardea alba,20.230387,85.884705
Ardea alba,20.456831,85.73194
Ardea alba,20.75681,86.82987
Ardea alba,19.655708,82.59065
Ardea alba,20.386953,85.80676
Ardea alba,19.379337,85.03265
Ardea alba,20.220146,85.82063
Ardea alba,20.811413,84.771935
Ardea alba,20.649668,86.88278
Ardea alba,20.446758,86.43219
Ardea alba,21.127985,85.40424
Ardea alba,20.748232,84.69499
Ardea alba,20.782131,85.72889
Ardea alba,20.785776,85.55144
Ardea alba,21.075378,85.576706
Ardea alba,20.49922,85.76925
Ardea alba,21.660465,83.7795
Ardea alba,21.416985,86.60078
Ardea alba,20.68825,86.80547
Ardea alba,21.073124,85.52968
Ardea alba,21.078331,85.43538
Ardea alba,21.009623,85.5826
Ardea alba,20.433155,85.810074
Ardea alba,19.855667,86.04095
Ardea alba,21.091047,85.334
Ardea alba,21.455906,83.359055
Ardea alba,21.075937,85.57674
Ardea alba,19.856546,85.85302
Ardea alba,19.234434,84.8573
Ardea alba,20.481089,85.77608
Ardea alba,20.740234,86.8685
Ardea alba,21.451109,83.97795
Ardea alba,21.275475,83.94186
Ardea alba,20.755613,86.86094
Ardea alba,20.747318,84.67138
Ardea alba,19.922375,83.33609
Ardea alba,20.8249,84.7533
Ardea alba,20.288006,85.789894
Ardea alba,20.752829,84.685295
Ardea alba,21.569021,83.98284
Ardea alba,19.397593,85.077774
Ardea alba,20.402615,86.49932
Ardea alba,20.594252,85.876205
Ardea alba,20.508127,86.39514
Ardea alba,21.673044,83.748215
Ardea alba,20.485224,86.43765
Ardea alba,20.491217,86.43198
Ardea alba,20.266848,85.89156
Ardea alba,20.431084,85.68683
Ardea alba,21.564575,87.40943
Ardea alba,20.107203,83.407135
Ardea alba,20.688818,86.93591
Ardea alba,20.452555,85.73141
Ardea alba,20.731045,84.69373
Ardea alba,21.157278,83.90299
Ardea alba,19.909832,85.43627
Ardea alba,19.706108,85.191
Ardea alba,20.446732,86.43182
Ardea alba,20.740238,84.702255
Ardea alba,20.872524,83.88665
Ardea alba,20.26462,85.81152
Ardea alba,19.667864,85.50089
Ardea alba,21.23844,86.63759
Ardea alba,20.264948,85.80871
Ardea alba,20.425014,85.602325
Ardea alba,20.838573,84.78848
Ardea alba,19.37595,84.58368
Ardea alba,20.952702,85.544655
Ardea alba,21.72793,83.614685
Ardea alba,20.748936,87.000796
Ardea alba,19.9151,85.43469
Ardea alba,19.89718,85.43747
Ardea alba,20.32833,85.72441
Ardea alba,19.91591,85.42799
Ardea alba,20.835215,83.88368
Ardea alba,19.955412,86.3612
Ardea alba,20.573662,86.616264
Ardea alba,20.7338,86.86945
Ardea alba,19.892952,85.44449
Ardea alba,20.910162,86.13133
Ardea alba,19.892792,85.439095
Ardea alba,20.676035,83.45826
Ardea alba,19.309172,84.822136
Ardea alba,19.688314,85.290535
Ardea alba,20.909063,85.28933
Ardea alba,20.92622,85.23952
Ardea alba,20.752762,86.86717
Ardea alba,20.748951,87.00078
Ardea alba,20.482517,86.100235
Ardea alba,22.172533,86.31709
Ardea alba,21.0491,85.541824
Ardea alba,20.487617,84.91103
Ardea alba,19.892588,85.43413
Ardea alba,20.786154,84.38336
Ardea alba,20.901512,85.74493
Ardea alba,20.432064,85.69592
Ardea alba,20.77567,84.3659
Ardea alba,20.849348,83.91426
Ardea alba,21.757868,87.15597
Ardea alba,19.226421,84.87242
Ardea alba,20.718414,86.82008
Ardea alba,20.926132,86.12518
Ardea alba,21.940914,86.574425
Ardea alba,19.911367,85.43589
Ardea alba,21.482777,87.080505
Ardea alba,20.783669,84.373375
Ardea alba,20.612001,86.74419
Ardea alba,19.894606,85.448326
Ardea alba,20.992323,83.812195
Ardea alba,18.792109,82.747505
Ardea alba,20.500217,85.82707
Ardea alba,19.702267,85.244064
Ardea alba,20.255554,86.64852
Ardea alba,20.685951,83.441795
Ardea alba,21.578512,83.99589
Ardea alba,20.715525,86.88106
Ardea alba,20.464487,86.24148
Ardea alba,20.711798,83.54796
Ardea alba,20.487911,85.91206
Ardea alba,20.554255,86.32626
Ardea alba,21.06329,83.211815
Ardea alba,20.560692,86.80743
Ardea alba,20.499186,84.88209
Ardea alba,21.49703,87.10183
Ardea alba,21.734013,83.643456
Ardea alba,19.891743,85.43929
Ardea alba,21.708607,83.545364
Ardea alba,21.551983,83.89613
Ardea alba,20.496895,85.7668
Ardea alba,19.358854,84.87019
Ardea alba,21.533485,83.770035
Ardea alba,20.73191,86.86485
Ardea alba,19.40134,85.067345
Ardea alba,20.775824,86.37179
Ardea alba,21.672535,83.74138
Ardea alba,19.898676,85.44943
Ardea alba,21.411444,86.717834
Ardea alba,20.884396,83.83463
Ardea alba,20.558788,85.96645
Ardea alba,20.774834,84.415855
Ardea alba,19.67325,85.45059
Ardea alba,20.4875,84.88711
Ardea alba,20.274586,86.67574
Ardea alba,19.897175,85.43747
Ardea alba,20.325697,86.60172
Ardea alba,20.659649,86.11711
Ardea alba,21.081251,83.02571
Ardea alba,20.913292,86.15968
Ardea alba,18.913013,82.7383
Ardea alba,20.83025,86.07045
Ardea alba,18.88281,82.72243
Ardea alba,20.435635,86.25509
Ardea alba,21.49507,87.0967
Ardea alba,20.529814,86.77646
Ardea alba,21.088968,83.05873
Ardea alba,20.74859,87.000404
Ardea alba,20.916853,85.23492
Ardea alba,20.459959,84.98926
Ardea alba,21.712591,83.64433
Ardea alba,20.925106,85.245895
Ardea alba,20.752613,86.70903
Ardea alba,19.667814,85.4158
Ardea alba,20.924341,85.260056
Ardea alba,19.89718,85.437466
Ardea alba,19.919405,85.425432
Ardea alba,20.715147,86.865945
Ardea alba,19.126689,84.646605
Ardea alba,20.86632,83.8168
Ardea alba,20.540577,85.84147
Ardea alba,19.794954,85.29217
Ardea alba,20.65071,86.79024
Ardea alba,20.788998,86.146126
Ardea alba,20.82371,83.861145
Ardea alba,21.007193,83.93293
Ardea alba,20.868574,83.876686
Ardea alba,21.34728,83.55484
Ardea alba,20.268156,85.88855
Ardea alba,19.86437,86.04786
Ardea alba,21.651957,83.97075
Ardea alba,20.482515,85.83398
Ardea alba,20.492191,85.82502
Ardea alba,21.928541,86.76977
Ardea alba,20.862995,83.877014
Ardea alba,19.892786,85.439095
Ardea alba,19.88898,85.4407
Ardea alba,20.551058,85.84459
Ardea alba,20.721571,83.45159
Ardea alba,20.268225,85.637764
Ardea alba,19.896366,85.43921
Ardea alba,20.99263,83.794334
Ardea alba,21.48981,83.99211
Ardea alba,21.53084,83.7731
Ardea alba,19.629139,85.41996
Ardea alba,20.848188,83.905945
Ardea alba,20.85878,83.89407
Ardea alba,20.630518,86.8956
Ardea alba,20.490171,85.82814
Ardea alba,20.40743,85.61256
Ardea alba,21.606348,83.89736
Ardea alba,20.855856,83.89773
Ardea alba,20.812342,83.907555
Ardea alba,20.69289,83.438385
Ardea alba,21.112288,85.47741
Ardea alba,19.919374,85.42447
Ardea alba,20.745243,86.82544
Ardea alba,19.89309,85.43899
Ardea alba,19.893023,85.43913
Ardea alba,21.581036,87.420044
Ardea alba,20.855118,83.92303
Ardea alba,20.73767,84.71728
Ardea alba,21.578238,83.47361
Ardea alba,19.813766,85.64769
Ardea alba,21.577648,83.47531
Ardea alba,20.506178,85.73694
Ardea alba,19.855473,86.03952
Ardea alba,19.909983,85.43682
Ardea alba,21.672585,83.742676
Ardea alba,19.891676,85.48339
Ardea alba,21.92332,86.577934
Ardea alba,20.877455,86.20413
Ardea alba,20.683947,84.5689
Ardea alba,19.91917,85.42606
Ardea alba,20.455236,85.73285
Ardea alba,20.40622,85.61405
Ardea alba,19.716946,85.19402
Ardea alba,21.52417,87.14906
Ardea alba,19.32386,84.84842
Ardea alba,20.467293,85.88916
Ardea alba,20.492128,85.82805
Ardea alba,20.733742,86.822655
Ardea alba,21.008265,83.81213
Ardea alba,21.400091,83.58157
Ardea alba,20.17678,85.79346
Ardea alba,20.771805,86.73852
Ardea alba,20.655184,85.602455
Ardea alba,19.702768,85.49814
Ardea alba,19.797039,85.82438
Ardea alba,20.332485,86.17075
Ardea alba,21.681715,83.72829
Ardea alba,21.491394,83.91634
Ardea alba,21.740665,83.66497
Ardea alba,21.500942,83.850136
Ardea alba,20.857447,83.8536
Ardea alba,21.453493,83.78138
Ardea alba,21.489443,83.93625
Ardea alba,21.491137,83.933075
Ardea alba,21.500708,83.85099
Ardea alba,21.49125,83.916405
Ardea alba,20.29059,85.72977
Ardea alba,20.850206,83.889786
Ardea alba,20.49342,85.86778
Ardea alba,21.695776,87.09166
Ardea alba,20.445345,85.69252
Ardea alba,20.590725,84.41869
Ardea alba,20.462511,85.882989
Ardea alba,20.947433,83.62439
Ardea alba,22.0465,86.71112
Ardea alba,20.457989,85.7281
Ardea alba,22.16955,86.31218
Ardea alba,20.85369,85.10824
Ardea alba,19.930183,85.63418
Ardea alba,20.225931,85.87284
Ardea alba,20.647078,83.432556
Ardea alba,20.84475,85.11256
Ardea alba,21.880598,86.73816
Ardea alba,20.378431,85.79961
Ardea alba,19.395777,85.09142
Ardea alba,20.449074,85.59792
Ardea alba,20.302252,85.806656
Ardea alba,20.229334,86.271225
Ardea alba,19.895615,85.44055
Ardea alba,20.449379,85.74798
Ardea alba,19.38313,85.0399
Ardea alba,20.721214,83.96566
Ardea alba,20.264833,85.823524
Ardea alba,20.358995,85.83816
Ardea alba,20.846315,83.92438
Ardea alba,22.049759,86.71504
Ardea alba,19.767166,85.73377
Ardea alba,20.864925,83.9742
Ardea alba,20.922073,84.7515
Ardea alba,20.455488,85.74341
Ardea alba,20.184422,85.887726
Ardea alba,20.853193,85.10805
Ardea alba,19.896502,85.43812
Ardea alba,19.916155,85.73112
Ardea alba,20.453648,85.75645
Ardea alba,19.901922,85.59198
Ardea alba,20.555882,85.989975
Ardea alba,20.652666,86.85116
Ardea alba,20.3972,85.82443
Ardea alba,20.858881,83.92328
Ardea alba,20.481848,85.860048
Ardea alba,20.714138,86.820143
Ardea alba,19.894798,85.44402
Ardea alba,19.417323,85.071762
Ardea alba,20.44609,85.68044
Ardea alba,20.229298,86.271255
Ardea alba,19.967613,85.63272
Ardea alba,19.814505,85.780136
Ardea alba,19.665377,84.68285
Ardea alba,20.609869,86.033005
Ardea alba,19.359375,84.9831
Ardea alba,19.896465,85.438194
Ardea alba,20.797533,86.148544
Ardea alba,19.70668,85.59315
Ardea alba,20.74722,86.15396
Ardea alba,20.58295,86.390594
Ardea alba,19.312702,84.84131
Ardea alba,20.315128,85.87782
Ardea alba,20.242836,85.86007
Ardea alba,20.672237,85.56207
Ardea alba,19.517242,85.134514
Ardea alba,20.949419,86.14986
Ardea alba,20.597088,85.64653
Ardea alba,20.454046,85.92867
Ardea alba,20.736155,86.86958
Ardea alba,20.114546,82.66932
Ardea alba,20.638071,85.61925
Ardea alba,20.724081,83.40492
Ardea alba,20.722162,83.44107
Ardea alba,19.896198,85.43814
Ardea alba,20.479017,85.780716
Ardea alba,19.927418,85.39593
Ardea alba,20.736612,83.41693
Ardea alba,21.0888,86.51444
Ardea alba,20.357603,85.84023
Ardea alba,20.747711,86.15416
Ardea alba,21.51233,86.92951
Ardea alba,19.694393,85.47901
Ardea alba,20.643581,85.68961
Ardea alba,19.894567,85.44156
Ardea alba,20.945518,86.13832
Ardea alba,20.490686,85.84703
Ardea alba,20.510904,85.91522
Ardea alba,20.448332,85.798546
Ardea alba,20.733723,86.86758
Ardea alba,19.19359,83.30171
Ardea alba,19.6055,85.1305
Ardea alba,20.922194,86.24375
Ardea alba,20.740181,86.868484
Ardea alba,20.018913,85.5127
Ardea alba,20.640669,85.62105
Ardea alba,20.438963,85.889366
Ardea alba,21.090572,86.51619
Ardea alba,20.477161,85.90635
Ardea alba,21.502386,86.92123
Ardea alba,20.747873,86.154175
Ardea alba,20.457647,85.86848
Ardea alba,20.458063,85.67031
Ardea alba,20.300764,85.80388
Ardea alba,19.91874,85.42374
Ardea alba,20.74754,86.15389
Ardea alba,19.301342,84.944916
Ardea alba,20.597313,85.646454
Ardea alba,20.906815,85.568275
Ardea alba,20.476534,85.88832
Ardea alba,19.732542,85.22031
Ardea alba,21.288902,86.6894
Ardea alba,20.303925,85.822716
Ardea alba,20.716208,86.82831
Ardea alba,20.78444,85.549324
Ardea alba,19.89972,85.450602
Ardea alba,19.417322,85.071762
Ardea alba,19.523133,85.103489
Ardea alba,19.86561,85.44166
Ardea alba,21.267925,86.6651
Ardea alba,20.48933,85.91692
Ardea alba,20.37579,85.82969
Ardea alba,19.632988,85.441216
Ardea alba,20.45342,85.78574
Ardea alba,21.820488,83.97094
Ardea alba,19.896517,85.43803
Ardea alba,19.895905,85.43919
Ardea alba,20.722494,86.86385
Ardea alba,20.449465,85.748055
Ardea alba,20.244055,86.27788
Ardea alba,19.14018,82.318214
Ardea alba,19.787865,85.61461
Ardea alba,20.457088,85.725815
Ardea alba,19.810074,85.781296
Ardea alba,19.79796,85.67662
Ardea alba,20.296144,85.81675
Ardea alba,19.827414,85.82111
Ardea alba,20.070131,85.98021
Ardea alba,20.290627,86.30587
Ardea alba,20.962515,86.38278
Ardea alba,20.788107,86.14624
Ardea alba,21.136192,86.55954
Ardea alba,18.828192,84.05696
Ardea alba,20.360237,86.227715
Ardea alba,20.747526,86.15396
Ardea alba,20.212795,85.80401
Ardea alba,20.328691,85.71518
Ardea alba,20.174992,85.79233
Ardea alba,19.847132,85.02434
Ardea alba,20.485126,85.81976
Ardea alba,19.92319,85.38343
Ardea alba,20.473063,85.649254
Ardea alba,20.747911,86.15535
Ardea alba,20.642513,85.61713
Ardea alba,20.275965,86.29087
Ardea alba,20.40071,86.042046
Ardea alba,20.641312,85.620026
Ardea alba,21.492195,83.906845
Ardea alba,20.479235,85.900856
Ardea alba,21.437515,83.94254
Ardea alba,20.70187,86.13377
Ardea alba,20.304121,85.823555
Ardea alba,20.29898,85.80602
Ardea alba,21.507336,83.77159
Ardea alba,20.44732,85.677765
Ardea alba,20.83194,86.06979
Ardea alba,20.463486,85.75681
Ardea alba,20.614195,86.40028
Ardea alba,20.359957,85.76741
Ardea alba,19.887186,85.444496
Ardea alba,19.907686,85.43613
Ardea alba,20.603218,85.63992
Ardea alba,20.452492,85.746025
Ardea alba,20.335936,85.8606
Ardea alba,20.520853,86.403175
Ardea alba,19.896847,85.43794
Ardea alba,18.76878,82.88101
Ardea alba,20.86533,83.97448
Ardea alba,19.890612,85.43739
Ardea alba,20.406862,85.60914
Ardea alba,20.747648,86.15408
Ardea alba,19.881643,86.09988
Ardea alba,20.479729,85.89534
Ardea alba,20.361687,86.15946
Ardea alba,20.747498,86.154335
Ardea alba,20.594221,85.64656
Ardea alba,20.641127,85.61887
Ardea alba,20.639174,85.62025
Ardea alba,19.817421,85.79449
Ardea alba,21.449665,87.03188
Ardea alba,19.520409,85.1043
Ardea alba,19.895887,85.438156
Ardea alba,20.452248,85.89718
Ardea alba,20.50409,85.80282
Ardea alba,19.84564,85.87731
Ardea alba,19.810719,85.77248
Ardea alba,20.618172,85.597336
Ardea alba,20.893736,85.68384
Ardea alba,20.618174,85.59779
Ardea alba,20.487808,85.86841
Ardea alba,20.451221,85.71544
Ardea alba,20.609974,85.59831
Ardea alba,20.718021,86.81992
Ardea alba,20.483292,85.78027
Ardea alba,20.63781,85.623344
Ardea alba,20.461288,85.76387
Ardea alba,20.437216,85.7427
Ardea alba,20.230661,86.27158
Ardea alba,20.285667,86.23094
Ardea alba,20.639011,85.62038
Ardea alba,20.273571,86.64156
Ardea alba,20.27669,86.623535
Ardea alba,20.748087,86.15418
Ardea alba,20.359514,86.168045
Ardea alba,20.461176,85.76392
Ardea alba,20.641348,85.61829
Ardea alba,20.45915,85.70096
Ardea alba,20.637022,85.62084
Ardea alba,20.007524,85.798065
Ardea alba,20.63534,85.59351
Ardea alba,20.520437,85.73435
Ardea alba,20.618187,85.59777
Ardea alba,19.876287,82.8176
Ardea alba,20.734913,86.14346
Ardea alba,20.6183,85.598625
Ardea alba,20.378424,86.074745
Ardea alba,20.64157,85.61836
Ardea alba,19.678947,85.4278
Ardea alba,20.2912,86.71633
Ardea alba,20.464088,85.6553
Ardea alba,20.359072,86.13472
Ardea alba,20.640724,85.61916
Ardea alba,20.106096,85.64238
Ardea alba,20.482136,85.908905
Ardea alba,20.228374,85.81461
Ardea alba,20.356895,86.564095
Ardea alba,19.740396,85.21429
Ardea alba,19.373514,84.57738
Ardea alba,20.240717,85.83564
Ardea alba,20.894178,85.68384
Ardea alba,19.53144,85.1496
Ardea alba,20.222496,86.27019
Ardea alba,20.710848,86.86666
Ardea alba,20.451864,85.67076
Ardea alba,19.725302,85.528755
Ardea alba,20.767752,86.84186
Ardea alba,19.730513,85.54687
Ardea alba,19.840075,85.83672
Ardea alba,19.812107,85.809006
Ardea alba,20.292229,86.71691
Ardea alba,20.453447,85.73414
Ardea alba,20.290617,86.70157
Ardea alba,20.405214,85.99778
Ardea alba,20.452106,85.84678
Ardea alba,21.355497,83.91971
Ardea alba,20.399715,85.82639
Ardea alba,19.91784,85.4437
Ardea alba,20.119532,85.849014
Ardea alba,20.30102,85.80284
Ardea alba,20.3007,85.80327
Ardea alba,20.471998,85.90545
Ardea alba,20.451403,85.89623
Ardea alba,20.236107,86.278786
Ardea alba,21.063156,86.46414
Ardea alba,20.397135,85.82047
Ardea alba,21.753948,87.248726
Ardea alba,19.66619,85.171036
Ardea alba,19.675999,84.68521
Ardea alba,20.302128,85.80539
Ardea alba,20.542305,85.58186
Ardea alba,20.357018,84.806435
Ardea alba,18.786015,82.728226
Ardea alba,20.861444,84.71122
Ardea alba,19.918499,85.42515
Ardea alba,20.431597,85.60062
Ardea alba,20.306477,86.316444
Ardea alba,20.238844,86.27527
Ardea alba,19.894938,85.4387
Ardea alba,20.449371,85.79028
Ardea alba,19.896172,85.43829
Ardea alba,20.072338,86.275826
Ardea alba,20.014,86.35198
Ardea alba,20.387514,86.01003
Ardea alba,20.367682,86.031525
Ardea alba,18.692724,82.826096
Ardea alba,19.75402,85.56174
Ardea alba,20.386087,85.54061
Ardea alba,19.91398,85.43527
Ardea alba,19.823385,85.85579
Ardea alba,20.742289,86.86761
Ardea alba,20.491064,85.79934
Ardea alba,20.490732,85.79812
Ardea alba,19.919355,85.42595
Ardea alba,19.493329,85.141675
Ardea alba,19.43,85.1
Ardea alba,20.741001,86.868126
Ardea alba,19.906,85.44881
Ardea alba,21.451853,86.71621
Ardea alba,20.196802,85.843346
Ardea alba,20.20977,86.21927
Ardea alba,19.896864,85.43793
Ardea alba,20.230389,86.27317
Ardea alba,21.49071,86.92053
Ardea alba,20.711687,86.86388
Ardea alba,20.544538,84.83209
Ardea alba,20.4843,85.819916
Ardea alba,19.878672,85.43053
Ardea alba,20.463017,85.895515
Ardea alba,20.469345,85.77134
Ardea alba,20.447496,85.80385
Ardea alba,19.41717,85.07169
Ardea alba,21.131582,85.81154
Ardea alba,22.250837,84.908455
Ardea alba,20.717348,86.867004
Ardea alba,19.40288,84.63757
Ardea alba,19.403637,84.64465
Ardea alba,19.299965,84.86476
Ardea alba,20.73464,86.86813
Ardea alba,19.375887,85.057205
Ardea alba,19.580494,85.207214
Ardea alba,19.381113,85.02937
Ardea alba,19.895363,85.43774
Ardea alba,21.434216,86.58823
Ardea alba,19.73677,85.38643
Ardea alba,19.903372,85.48479
Ardea alba,19.874037,86.09711
Ardea alba,20.476027,85.777306
Ardea alba,20.478218,85.88811
